race_id,pool,combo,odds
20230423_1_8,삼쌍승식,2-4-10,45.1
20230423_1_9,연승식,3,2.1
20230423_1_9,연승식,8,7.9
20230423_1_9,연승식,10,2.7
20230423_1_9,단승식,3,5.7
20230423_1_9,복연승식,3-8,29.2
20230423_1_9,복연승식,3-10,9.1
20230423_1_9,복연승식,8-10,43.7
20230423_1_9,쌍승식,3-10,43.2
20230423_1_9,복승식,3-10,26.6
20230423_1_9,삼복승식,3-8-10,378.7
20230423_1_9,삼쌍승식,3-10-8,1677.7
20230423_1_10,연승식,3,1.3
20230423_1_10,연승식,9,4.2
20230423_1_10,연승식,11,5.8
20230423_1_10,단승식,9,20.1
20230423_1_10,복연승식,3-9,8.4
20230423_1_10,복연승식,3-11,15.7
20230423_1_10,복연승식,9-11,53
20230423_1_10,쌍승식,9-3,53
20230423_1_10,복승식,3-9,23.5
20230423_1_10,삼복승식,3-9-11,157.1
20230423_1_10,삼쌍승식,9-3-11,1140.7
20230423_1_11,연승식,2,1.6
20230423_1_11,연승식,7,2.9
20230423_1_11,연승식,10,1.3
20230423_1_11,단승식,10,2.6
20230423_1_11,복연승식,2-7,6.4
20230423_1_11,복연승식,2-10,1.9
20230423_1_11,복연승식,7-10,4.6
20230423_1_11,쌍승식,10-2,5.8
20230423_1_11,복승식,2-10,2.9
20230423_1_11,삼복승식,2-7-10,9.8
20230423_1_11,삼쌍승식,10-2-7,31.4
20230428_2_1,연승식,1,1
20230428_2_1,연승식,5,1.4
20230428_2_1,연승식,7,3.3
20230428_2_1,단승식,1,1
20230428_2_1,쌍승식,1-5,2.6
20230428_2_1,복승식,1-5,2.3
20230428_2_1,복연승식,1-5,1.5
20230428_2_1,복연승식,1-7,3.1
20230428_2_1,복연승식,5-7,6.7
20230428_2_1,삼복승식,1-5-7,8
20230428_2_1,삼쌍승식,1-5-7,12.8
20230428_2_2,연승식,1,6.2
20230428_2_2,연승식,5,1.5
20230428_2_2,연승식,6,1.9
20230428_2_2,단승식,6,6
20230428_2_2,복연승식,1-5,13.3
20230428_2_2,복연승식,1-6,21.1
20230428_2_2,복연승식,5-6,5
20230428_2_2,쌍승식,6-5,27.5
20230428_2_2,복승식,5-6,13.6
20230428_2_2,삼복승식,1-5-6,88.3
20230428_2_2,삼쌍승식,6-5-1,381.6
20230428_2_3,연승식,5,1.2
20230428_2_3,연승식,6,4
20230428_2_3,연승식,7,3.5
20230428_2_3,단승식,6,33
20230428_2_3,복승식,6-7,191.6
20230428_2_3,복연승식,5-6,5.2
20230428_2_3,복연승식,5-7,5.9
20230428_2_3,복연승식,6-7,25.1
20230428_2_3,쌍승식,6-7,434.4
20230428_2_3,삼복승식,5-6-7,62.7
20230428_2_3,삼쌍승식,6-7-5,1329.8
20230428_2_4,연승식,1,1.7
20230428_2_4,연승식,5,3.6
20230428_2_4,연승식,9,7.5
20230428_2_4,단승식,9,58.4
20230428_2_4,복승식,5-9,498.8
20230428_2_4,복연승식,1-5,8.9
20230428_2_4,복연승식,1-9,35.5
20230428_2_4,복연승식,5-9,57
20230428_2_4,쌍승식,9-5,1153.4
20230428_2_4,삼복승식,1-5-9,927.5
20230428_2_4,삼쌍승식,9-5-1,9610.6
20230428_2_5,연승식,1,1.5
20230428_2_5,연승식,2,3.3
20230428_2_5,연승식,10,5.8
20230428_2_5,단승식,1,4.2
20230428_2_5,복승식,1-2,21.7
20230428_2_5,복연승식,1-2,7.8
20230428_2_5,복연승식,1-10,12.8
20230428_2_5,복연승식,2-10,32.2
20230428_2_5,쌍승식,1-2,36.3
20230428_2_5,삼복승식,1-2-10,132.8
20230428_2_5,삼쌍승식,1-2-10,638.8
20230428_2_6,연승식,1,1.5
20230428_2_6,연승식,7,1.4
20230428_2_6,연승식,10,3.5
20230428_2_6,단승식,7,3.3
20230428_2_6,복승식,1-7,4.8
20230428_2_6,복연승식,1-7,2.4
20230428_2_6,복연승식,1-10,7.1
20230428_2_6,복연승식,7-10,5.5
20230428_2_6,쌍승식,7-1,8.7
20230428_2_6,삼복승식,1-7-10,15.3
20230428_2_6,삼쌍승식,7-1-10,41.6
20230428_2_7,연승식,5,1
20230428_2_7,연승식,9,5.2
20230428_2_7,연승식,10,4.8
20230428_2_7,단승식,5,1.7
20230428_2_7,복승식,5-10,45.9
20230428_2_7,복연승식,5-9,8.4
20230428_2_7,복연승식,5-10,9.7
20230428_2_7,복연승식,9-10,46.2
20230428_2_7,쌍승식,5-10,50.3
20230428_2_7,삼복승식,5-9-10,148.7
20230428_2_7,삼쌍승식,5-10-9,454.9
20230428_3_1,연승식,2,3.2
20230428_3_1,연승식,8,2.8
20230428_3_1,연승식,11,1.4
20230428_3_1,단승식,2,32
20230428_3_1,복연승식,2-8,22.7
20230428_3_1,복연승식,2-11,9
20230428_3_1,복연승식,8-11,6.5
20230428_3_1,쌍승식,2-8,415.4
20230428_3_1,복승식,2-8,113.9
20230428_3_1,삼복승식,2-8-11,150.4
20230428_3_1,삼쌍승식,2-8-11,2237.7
20230428_3_2,연승식,1,1.3
20230428_3_2,연승식,2,3.1
20230428_3_2,연승식,6,1.1
20230428_3_2,단승식,2,23.2
20230428_3_2,복승식,2-6,7.9
20230428_3_2,복연승식,1-2,5.2
20230428_3_2,복연승식,1-6,1.3
20230428_3_2,복연승식,2-6,3.1
20230428_3_2,쌍승식,2-6,43.7
20230428_3_2,삼복승식,1-2-6,5.1
20230428_3_2,삼쌍승식,2-6-1,123.7
20230428_3_3,연승식,4,2.4
20230428_3_3,연승식,7,1.4
20230428_3_3,연승식,9,1.4
20230428_3_3,단승식,7,3.4
20230428_3_3,복승식,4-7,12.8
20230428_3_3,복연승식,4-7,4.7
20230428_3_3,복연승식,4-9,4.1
20230428_3_3,복연승식,7-9,2.6
20230428_3_3,쌍승식,7-4,22
20230428_3_3,삼복승식,4-7-9,14.1
20230428_3_3,삼쌍승식,7-4-9,86.8
20230428_3_4,연승식,3,1.6
20230428_3_4,연승식,5,2.1
20230428_3_4,연승식,10,2.6
20230428_3_4,단승식,3,3.6
20230428_3_4,복승식,3-5,7.4
20230428_3_4,복연승식,3-5,3.8
20230428_3_4,복연승식,3-10,6.1
20230428_3_4,복연승식,5-10,8.6
20230428_3_4,쌍승식,3-5,15
20230428_3_4,삼복승식,3-5-10,29
20230428_3_4,삼쌍승식,3-5-10,126.2
20230428_3_5,연승식,6,1.4
20230428_3_5,연승식,8,2.4
20230428_3_5,연승식,11,1.5
20230428_3_5,단승식,6,4
20230428_3_5,복승식,6-11,6.8
20230428_3_5,복연승식,6-8,6.2
20230428_3_5,복연승식,6-11,2.6
20230428_3_5,복연승식,8-11,4.4
20230428_3_5,쌍승식,6-11,14.6
20230428_3_5,삼복승식,6-8-11,15.9
20230428_3_5,삼쌍승식,6-11-8,76.4
20230428_3_6,연승식,2,1.9
20230428_3_6,연승식,11,2
20230428_3_6,연승식,12,4.3
20230428_3_6,단승식,11,5.4
20230428_3_6,복승식,11-12,33.1
20230428_3_6,복연승식,2-11,7.9
20230428_3_6,복연승식,2-12,16.2
20230428_3_6,복연승식,11-12,9.3
20230428_3_6,쌍승식,11-12,45.7
20230428_3_6,삼복승식,2-11-12,70
20230428_3_6,삼쌍승식,11-12-2,393.2
20230428_3_7,연승식,5,2.8
20230428_3_7,연승식,7,2.7
20230428_3_7,연승식,12,1.3
20230428_3_7,단승식,5,8
20230428_3_7,복승식,5-12,9.3
20230428_3_7,복연승식,5-7,10.2
20230428_3_7,복연승식,5-12,4.4
20230428_3_7,복연승식,7-12,4.1
20230428_3_7,쌍승식,5-12,25.2
20230428_3_7,삼복승식,5-7-12,17.4
20230428_3_7,삼쌍승식,5-12-7,118.2
20230428_3_8,연승식,2,3.9
20230428_3_8,연승식,3,1.1
20230428_3_8,연승식,11,2
20230428_3_8,단승식,11,11.2
20230428_3_8,복승식,3-11,11
20230428_3_8,복연승식,2-3,7.3
20230428_3_8,복연승식,2-11,17.7
20230428_3_8,복연승식,3-11,3.6
20230428_3_8,쌍승식,11-3,34.6
20230428_3_8,삼복승식,2-3-11,59.4
20230428_3_8,삼쌍승식,11-3-2,483.6
20230430_3_1,연승식,3,1.5
20230430_3_1,연승식,6,3
20230430_3_1,연승식,9,2.3
20230430_3_1,단승식,6,10.7
20230430_3_1,복승식,6-9,35.7
20230430_3_1,복연승식,3-6,7.3
20230430_3_1,복연승식,3-9,4.9
20230430_3_1,복연승식,6-9,11.1
20230430_3_1,쌍승식,6-9,74.3
20230430_3_1,삼복승식,3-6-9,41.8
20230430_3_1,삼쌍승식,6-9-3,396.7
20230430_3_2,연승식,2,5.8
20230430_3_2,연승식,10,8.2
20230430_3_2,연승식,11,1.5
20230430_3_2,단승식,11,3.4
20230430_3_2,복연승식,2-10,65.2
20230430_3_2,복연승식,2-11,13.5
20230430_3_2,복연승식,10-11,15.1
20230430_3_2,쌍승식,11-10,86.9
20230430_3_2,복승식,10-11,68.8
20230430_3_2,삼복승식,2-10-11,493.7
20230430_3_2,삼쌍승식,11-10-2,2332.5
20230430_3_3,연승식,4,1.1
20230430_3_3,연승식,5,1.3
20230430_3_3,연승식,12,3.9
20230430_3_3,단승식,4,2.2
20230430_3_3,복연승식,4-5,1.4
20230430_3_3,복연승식,4-12,7
20230430_3_3,복연승식,5-12,8.1
20230430_3_3,쌍승식,4-12,37.1
20230430_3_3,복승식,4-12,25.2
20230430_3_3,삼복승식,4-5-12,13.6
20230430_3_3,삼쌍승식,4-12-5,129.5
20230430_3_4,연승식,3,3.9
20230430_3_4,연승식,10,1.7
20230430_3_4,연승식,11,3.1
20230430_3_4,단승식,3,10.6
20230430_3_4,복연승식,3-10,7.3
20230430_3_4,복연승식,3-11,23.7
20230430_3_4,복연승식,10-11,7.1
20230430_3_4,쌍승식,3-11,151.1
20230430_3_4,복승식,3-11,56.6
20230430_3_4,삼복승식,3-10-11,75
20230430_3_4,삼쌍승식,3-11-10,628.6
20230430_3_5,연승식,8,1.9
20230430_3_5,연승식,10,1.2
20230430_3_5,연승식,11,1.7
20230430_3_5,단승식,10,2
20230430_3_5,복승식,8-10,5.4
20230430_3_5,복연승식,8-10,2.7
20230430_3_5,복연승식,8-11,4.8
20230430_3_5,복연승식,10-11,1.8
20230430_3_5,쌍승식,10-8,6.9
20230430_3_5,삼복승식,8-10-11,5.7
20230430_3_5,삼쌍승식,10-8-11,19
20230430_3_6,연승식,3,5.2
20230430_3_6,연승식,4,1.3
20230430_3_6,연승식,7,2.9
20230430_3_6,단승식,4,2.4
20230430_3_6,복승식,4-7,12.7
20230430_3_6,복연승식,3-4,11.8
20230430_3_6,복연승식,3-7,33.7
20230430_3_6,복연승식,4-7,5
20230430_3_6,쌍승식,4-7,19.2
20230430_3_6,삼복승식,3-4-7,107.9
20230430_3_6,삼쌍승식,4-7-3,361.5
20230521_1_1,연승식,2,2
20230521_1_1,연승식,8,1.4
20230521_1_1,연승식,9,1.7
20230521_1_1,단승식,2,6.9
20230521_1_1,복승식,2-9,15.6
20230521_1_1,쌍승식,2-9,34.4
20230521_1_1,복연승식,2-8,5.3
20230521_1_1,복연승식,2-9,6.5
20230521_1_1,복연승식,8-9,2.5
20230521_1_1,삼복승식,2-8-9,15.2
20230521_1_1,삼쌍승식,2-9-8,130
20230521_1_2,연승식,7,2.8
20230521_1_2,연승식,8,1.6
20230521_1_2,연승식,10,1.2
20230521_1_2,단승식,10,2.1
20230521_1_2,복승식,8-10,4.3
20230521_1_2,쌍승식,10-8,8
20230521_1_2,복연승식,7-8,4.6
20230521_1_2,복연승식,7-10,3.9
20230521_1_2,복연승식,8-10,2.2
20230521_1_2,삼복승식,7-8-10,10.2
20230521_1_2,삼쌍승식,10-8-7,36.3
20230521_1_3,연승식,4,2
20230521_1_3,연승식,9,5.8
20230521_1_3,연승식,10,1.7
20230521_1_3,단승식,4,6.4
20230521_1_3,복승식,4-10,13.4
20230521_1_3,쌍승식,4-10,28.9
20230521_1_3,복연승식,4-9,40.6
20230521_1_3,복연승식,4-10,4.7
20230521_1_3,복연승식,9-10,13.9
20230521_1_3,삼복승식,4-9-10,170.4
20230521_1_3,삼쌍승식,4-10-9,784.6
20230521_1_4,연승식,2,4.8
20230521_1_4,연승식,3,1.9
20230521_1_4,연승식,8,1.6
20230521_1_4,단승식,2,20.8
20230521_1_4,복승식,2-3,55.1
20230521_1_4,쌍승식,2-3,174.1
20230521_1_4,복연승식,2-3,20.7
20230521_1_4,복연승식,2-8,12.1
20230521_1_4,복연승식,3-8,4.3
20230521_1_4,삼복승식,2-3-8,85.9
20230521_1_4,삼쌍승식,2-3-8,1024.6
20230521_1_5,연승식,4,2.9
20230521_1_5,연승식,5,1.4
20230521_1_5,연승식,9,1.3
20230521_1_5,단승식,9,2.2
20230521_1_5,복승식,5-9,4.1
20230521_1_5,쌍승식,9-5,6.9
20230521_1_5,복연승식,4-5,6.5
20230521_1_5,복연승식,4-9,4.2
20230521_1_5,복연승식,5-9,2
20230521_1_5,삼복승식,4-5-9,12.1
20230521_1_5,삼쌍승식,9-5-4,34.9
20230521_1_6,연승식,1,1.1
20230521_1_6,연승식,9,2.4
20230521_1_6,연승식,10,1.8
20230521_1_6,단승식,9,12.9
20230521_1_6,복승식,1-9,6.1
20230521_1_6,쌍승식,9-1,22.3
20230521_1_6,복연승식,1-9,3.2
20230521_1_6,복연승식,1-10,2.1
20230521_1_6,복연승식,9-10,6.6
20230521_1_6,삼복승식,1-9-10,9.5
20230521_1_6,삼쌍승식,9-1-10,104
20230521_1_7,연승식,1,2.4
20230521_1_7,연승식,9,1.6
20230521_1_7,연승식,11,1.6
20230521_1_7,단승식,1,5.7
20230521_1_7,복승식,1-9,11.4
20230521_1_7,쌍승식,1-9,26.3
20230521_1_7,복연승식,1-9,4.5
20230521_1_7,복연승식,1-11,6.3
20230521_1_7,복연승식,9-11,3.9
20230521_1_7,삼복승식,1-9-11,24
20230521_1_7,삼쌍승식,1-9-11,144
20230521_1_8,연승식,2,1.3
20230521_1_8,연승식,5,10.3
20230521_1_8,연승식,6,1.1
20230521_1_8,단승식,2,5.2
20230521_1_8,복승식,2-6,2
20230521_1_8,쌍승식,2-6,8.6
20230521_1_8,복연승식,2-5,25.1
20230521_1_8,복연승식,2-6,1.4
20230521_1_8,복연승식,5-6,12.3
20230521_1_8,삼복승식,2-5-6,41.9
20230521_1_8,삼쌍승식,2-6-5,295.2
20230521_1_9,단승식,3,2
20230521_1_9,연승식,1,3
20230521_1_9,연승식,3,1.2
20230521_1_9,연승식,7,3.5
20230521_1_9,복승식,3-7,14.4
20230521_1_9,쌍승식,3-7,18.6
20230521_1_9,복연승식,1-3,3.1
20230521_1_9,복연승식,1-7,16.4
20230521_1_9,복연승식,3-7,5.6
20230521_1_9,삼복승식,1-3-7,29.3
20230521_1_9,삼쌍승식,3-7-1,142.2
20230521_1_10,연승식,1,1.2
20230521_1_10,연승식,2,7.4
20230521_1_10,단승식,1,2.5
20230521_1_10,연승식,10,3.2
20230521_1_10,복승식,1-10,15.9
20230521_1_10,쌍승식,1-10,25.2
20230521_1_10,복연승식,1-2,15
20230521_1_10,복연승식,1-10,5.9
20230521_1_10,복연승식,2-10,72.3
20230521_1_10,삼복승식,1-2-10,224
20230521_1_10,삼쌍승식,1-10-2,838.1
20230521_1_11,연승식,5,1.1
20230521_1_11,연승식,6,3.4
20230521_1_11,연승식,7,1.9
20230521_1_11,단승식,7,5.8
20230521_1_11,복승식,6-7,26.4
20230521_1_11,쌍승식,7-6,53.4
20230521_1_11,복연승식,5-6,4.3
20230521_1_11,복연승식,5-7,2.5
20230521_1_11,복연승식,6-7,9.4
20230521_1_11,삼복승식,5-6-7,14
20230521_1_11,삼쌍승식,7-6-5,156.1
20230611_3_1,연승식,3,1.2
20230611_3_1,연승식,7,1.7
20230611_3_1,연승식,8,1.8
20230611_3_1,단승식,7,6.1
20230611_3_1,복승식,3-7,5.1
20230611_3_1,복연승식,3-7,2.3
20230611_3_1,복연승식,3-8,2.7
20230611_3_1,복연승식,7-8,4
20230611_3_1,쌍승식,7-3,13.5
20230611_3_1,삼복승식,3-7-8,8
20230611_3_1,삼쌍승식,7-3-8,61
20230611_3_2,연승식,2,2.6
20230611_3_2,연승식,5,1.7
20230611_3_2,연승식,10,1.1
20230611_3_2,단승식,10,1.8
20230611_3_2,복승식,2-10,10.1
20230611_3_2,복연승식,2-5,9.9
20230611_3_2,복연승식,2-10,4.2
20230611_3_2,복연승식,5-10,2
20230611_3_2,쌍승식,10-2,17.2
20230611_3_2,삼복승식,2-5-10,17.5
20230611_3_2,삼쌍승식,10-2-5,72.9
20230611_3_3,연승식,5,2.4
20230611_3_3,연승식,8,1.4
20230611_3_3,연승식,10,7.8
20230611_3_3,단승식,8,3.7
20230611_3_3,복승식,5-8,13.1
20230611_3_3,복연승식,5-8,5
20230611_3_3,복연승식,5-10,24.5
20230611_3_3,복연승식,8-10,14.4
20230611_3_3,쌍승식,8-5,23.5
20230611_3_3,삼복승식,5-8-10,141.4
20230611_3_3,삼쌍승식,8-5-10,567.8
20230611_3_4,연승식,6,2.1
20230611_3_4,연승식,10,2.9
20230611_3_4,연승식,11,2.4
20230611_3_4,단승식,6,8
20230611_3_4,복승식,6-11,32.3
20230611_3_4,복연승식,6-10,15.3
20230611_3_4,복연승식,6-11,12.1
20230611_3_4,복연승식,10-11,9.9
20230611_3_4,쌍승식,6-11,75.4
20230611_3_4,삼복승식,6-10-11,101.7
20230611_3_4,삼쌍승식,6-11-10,555.8
20230611_3_5,연승식,7,8.1
20230611_3_5,연승식,8,2
20230611_3_5,연승식,10,1.6
20230611_3_5,단승식,8,5.3
20230611_3_5,쌍승식,8-10,22.7
20230611_3_5,복승식,8-10,12.1
20230611_3_5,복연승식,7-8,31.5
20230611_3_5,복연승식,7-10,29.7
20230611_3_5,복연승식,8-10,4.6
20230611_3_5,삼복승식,7-8-10,212.8
20230611_3_5,삼쌍승식,8-10-7,648.1
20230611_3_6,연승식,5,3
20230611_3_6,연승식,8,2
20230611_3_6,연승식,11,1.2
20230611_3_6,단승식,8,8.1
20230611_3_6,쌍승식,8-5,96.3
20230611_3_6,복연승식,5-8,12.6
20230611_3_6,복연승식,5-11,4.1
20230611_3_6,복연승식,8-11,3.5
20230611_3_6,복승식,5-8,37.9
20230611_3_6,삼복승식,5-8-11,22.8
20230611_3_6,삼쌍승식,8-5-11,321.8
20230611_3_7,연승식,4,1.7
20230611_3_7,연승식,7,2.1
20230611_3_7,연승식,11,2.3
20230611_3_7,단승식,4,4.3
20230611_3_7,쌍승식,4-11,34.9
20230611_3_7,복승식,4-11,14.7
20230611_3_7,복연승식,4-7,4.8
20230611_3_7,복연승식,4-11,5.9
20230611_3_7,복연승식,7-11,6.7
20230611_3_7,삼복승식,4-7-11,27
20230611_3_7,삼쌍승식,4-11-7,175.9
20230616_3_1,단승식,6,10.9
20230616_3_1,연승식,3,1.1
20230616_3_1,연승식,6,1.6
20230616_3_1,연승식,8,3.9
20230616_3_1,복승식,6-8,69.4
20230616_3_1,복연승식,3-6,2.1
20230616_3_1,복연승식,3-8,7.1
20230616_3_1,복연승식,6-8,14
20230616_3_1,쌍승식,6-8,161.5
20230616_3_1,삼복승식,3-6-8,39.5
20230616_3_1,삼쌍승식,6-8-3,525.3
20230616_3_2,단승식,4,3.8
20230616_3_2,연승식,1,1.5
20230616_3_2,연승식,3,1.5
20230616_3_2,연승식,4,1.6
20230616_3_2,복연승식,1-3,2.5
20230616_3_2,복승식,1-4,7.6
20230616_3_2,복연승식,1-4,3.2
20230616_3_2,복연승식,3-4,3.5
20230616_3_2,쌍승식,4-1,15.3
20230616_3_2,삼복승식,1-3-4,8.7
20230616_3_2,삼쌍승식,4-1-3,57.1
20230616_3_3,단승식,6,2.2
20230616_3_3,연승식,5,1.2
20230616_3_3,연승식,6,1.2
20230616_3_3,연승식,7,2.2
20230616_3_3,복연승식,5-6,1.5
20230616_3_3,복연승식,5-7,5.5
20230616_3_3,복연승식,6-7,3.7
20230616_3_3,복승식,5-6,3.5
20230616_3_3,쌍승식,6-5,6.4
20230616_3_3,삼복승식,5-6-7,9.3
20230616_3_3,삼쌍승식,6-5-7,25.6
20230616_3_4,단승식,9,3.2
20230616_3_4,연승식,4,2
20230616_3_4,연승식,9,1.6
20230616_3_4,연승식,11,4.5
20230616_3_4,복연승식,4-9,6.2
20230616_3_4,복연승식,4-11,25
20230616_3_4,복연승식,9-11,14.5
20230616_3_4,복승식,4-9,13
20230616_3_4,쌍승식,9-4,19.3
20230616_3_4,삼복승식,4-9-11,155.3
20230616_3_4,삼쌍승식,9-4-11,430.1
20230616_3_5,단승식,10,3.1
20230616_3_5,연승식,5,1.5
20230616_3_5,연승식,6,4.9
20230616_3_5,연승식,10,1.6
20230616_3_5,복연승식,6-10,9.3
20230616_3_5,복연승식,5-6,11.2
20230616_3_5,복연승식,5-10,3.3
20230616_3_5,복승식,5-10,8
20230616_3_5,쌍승식,10-5,12
20230616_3_5,삼복승식,5-6-10,41.8
20230616_3_5,삼쌍승식,10-5-6,169.3
20230616_3_6,단승식,9,3
20230616_3_6,연승식,1,3.2
20230616_3_6,연승식,8,4.5
20230616_3_6,연승식,9,1.6
20230616_3_6,복연승식,1-8,23.3
20230616_3_6,복연승식,1-9,4.5
20230616_3_6,복연승식,8-9,10.6
20230616_3_6,복승식,1-9,13.1
20230616_3_6,쌍승식,9-1,23.6
20230616_3_6,삼복승식,1-8-9,135.5
20230616_3_6,삼쌍승식,9-1-8,405.4
20230616_3_7,단승식,7,23.3
20230616_3_7,연승식,3,2.1
20230616_3_7,연승식,6,2.9
20230616_3_7,연승식,7,5.6
20230616_3_7,복연승식,3-6,12
20230616_3_7,복연승식,3-7,11.4
20230616_3_7,복연승식,6-7,27.3
20230616_3_7,복승식,3-7,39.6
20230616_3_7,쌍승식,7-3,126.8
20230616_3_7,삼복승식,3-6-7,151.4
20230616_3_7,삼쌍승식,7-3-6,1347
20230618_3_1,단승식,4,1.3
20230618_3_1,연승식,4,1.1
20230618_3_1,연승식,7,1.8
20230618_3_1,연승식,8,3.2
20230618_3_1,쌍승식,4-8,10.7
20230618_3_1,복승식,4-8,8.9
20230618_3_1,복연승식,4-7,1.8
20230618_3_1,복연승식,4-8,3.9
20230618_3_1,복연승식,7-8,11.6
20230618_3_1,삼복승식,4-7-8,13.3
20230618_3_1,삼쌍승식,4-8-7,39.8
20230618_3_2,단승식,8,6.7
20230618_3_2,연승식,1,1.1
20230618_3_2,연승식,5,1.9
20230618_3_2,연승식,8,2
20230618_3_2,쌍승식,8-5,65.1
20230618_3_2,복승식,5-8,36.6
20230618_3_2,복연승식,1-5,2.1
20230618_3_2,복연승식,1-8,2
20230618_3_2,복연승식,5-8,7
20230618_3_2,삼복승식,1-5-8,9
20230618_3_2,삼쌍승식,8-5-1,170.6
20230618_3_3,단승식,10,7.1
20230618_3_3,연승식,7,2.3
20230618_3_3,연승식,8,1.6
20230618_3_3,연승식,10,2.6
20230618_3_3,쌍승식,10-7,61.1
20230618_3_3,복승식,7-10,27.2
20230618_3_3,복연승식,7-8,4.4
20230618_3_3,복연승식,7-10,9.7
20230618_3_3,복연승식,8-10,5
20230618_3_3,삼복승식,7-8-10,28.3
20230618_3_3,삼쌍승식,10-7-8,214.8
20230618_3_4,단승식,6,12.2
20230618_3_4,연승식,4,1.3
20230618_3_4,연승식,6,2.4
20230618_3_4,연승식,8,3.2
20230618_3_4,쌍승식,6-4,38.5
20230618_3_4,복승식,4-6,13.3
20230618_3_4,복연승식,4-6,5.5
20230618_3_4,복연승식,4-8,5.6
20230618_3_4,복연승식,6-8,15.1
20230618_3_4,삼복승식,4-6-8,48.9
20230618_3_4,삼쌍승식,6-4-8,413.4
20230618_3_5,단승식,1,3.4
20230618_3_5,연승식,1,1.4
20230618_3_5,연승식,5,2.3
20230618_3_5,연승식,6,8.6
20230618_3_5,쌍승식,1-5,20.5
20230618_3_5,복승식,1-5,13.7
20230618_3_5,복연승식,1-5,4.8
20230618_3_5,복연승식,1-6,20
20230618_3_5,복연승식,5-6,25.8
20230618_3_5,삼복승식,1-5-6,140.3
20230618_3_5,삼쌍승식,1-5-6,382.4
20230618_3_6,단승식,5,5.5
20230618_3_6,연승식,2,3.3
20230618_3_6,연승식,5,1.8
20230618_3_6,연승식,8,1.7
20230618_3_6,복승식,2-5,28.5
20230618_3_6,쌍승식,5-2,43.4
20230618_3_6,복연승식,2-5,9.6
20230618_3_6,복연승식,2-8,8.1
20230618_3_6,복연승식,5-8,3.6
20230618_3_6,삼복승식,2-5-8,31.1
20230618_3_6,삼쌍승식,5-2-8,199.3
20230618_3_7,단승식,5,9.9
20230618_3_7,연승식,5,1.9
20230618_3_7,연승식,9,5.3
20230618_3_7,연승식,10,1.3
20230618_3_7,복승식,5-10,9.8
20230618_3_7,쌍승식,5-10,22.2
20230618_3_7,복연승식,5-9,19.8
20230618_3_7,복연승식,5-10,3.5
20230618_3_7,복연승식,9-10,9.6
20230618_3_7,삼복승식,5-9-10,71
20230618_3_7,삼쌍승식,5-10-9,438.9
20230625_3_1,연승식,5,1.1
20230625_3_1,연승식,9,1.6
20230625_3_1,연승식,10,1.8
20230625_3_1,단승식,9,5.9
20230625_3_1,쌍승식,9-5,13
20230625_3_1,복승식,5-9,6.9
20230625_3_1,복연승식,5-9,3
20230625_3_1,복연승식,5-10,1.9
20230625_3_1,복연승식,9-10,3.8
20230625_3_1,삼복승식,5-9-10,6.5
20230625_3_1,삼쌍승식,9-5-10,40.3
20230625_3_2,연승식,6,1.8
20230625_3_2,연승식,9,2.2
20230625_3_2,연승식,11,1.5
20230625_3_2,단승식,6,4.5
20230625_3_2,쌍승식,6-11,17.7
20230625_3_2,복승식,6-11,9.5
20230625_3_2,복연승식,6-9,6
20230625_3_2,복연승식,6-11,4.3
20230625_3_2,복연승식,9-11,4.7
20230625_3_2,삼복승식,6-9-11,18.2
20230625_3_2,삼쌍승식,6-11-9,101.1
20230625_3_3,연승식,3,1.9
20230625_3_3,연승식,4,1.5
20230625_3_3,연승식,10,1.5
20230625_3_3,단승식,10,4.2
20230625_3_3,쌍승식,10-4,12.5
20230625_3_3,복승식,4-10,6.7
20230625_3_3,복연승식,3-4,3.7
20230625_3_3,복연승식,3-10,3.8
20230625_3_3,복연승식,4-10,3.3
20230625_3_3,삼복승식,3-4-10,9.8
20230625_3_3,삼쌍승식,10-4-3,43.1
20230625_3_4,연승식,1,1.8
20230625_3_4,연승식,3,5
20230625_3_4,연승식,6,1.2
20230625_3_4,단승식,6,2.3
20230625_3_4,쌍승식,6-1,8.6
20230625_3_4,복승식,1-6,5.8
20230625_3_4,복연승식,1-3,16.2
20230625_3_4,복연승식,1-6,2.6
20230625_3_4,복연승식,3-6,9.3
20230625_3_4,삼복승식,1-3-6,31.9
20230625_3_4,삼쌍승식,6-1-3,83.9
20230625_3_5,연승식,1,1.3
20230625_3_5,연승식,3,1.4
20230625_3_5,연승식,8,2.2
20230625_3_5,단승식,1,2.5
20230625_3_5,쌍승식,1-3,6.4
20230625_3_5,복승식,1-3,3.6
20230625_3_5,복연승식,1-3,1.8
20230625_3_5,복연승식,1-8,3.1
20230625_3_5,복연승식,3-8,4.1
20230625_3_5,삼복승식,1-3-8,7.1
20230625_3_5,삼쌍승식,1-3-8,22
20230625_3_6,연승식,3,2.2
20230625_3_6,연승식,8,3.2
20230625_3_6,연승식,10,2.1
20230625_3_6,단승식,8,22.5
20230625_3_6,쌍승식,8-3,266.5
20230625_3_6,복승식,3-8,71.5
20230625_3_6,복연승식,3-8,14.3
20230625_3_6,복연승식,3-10,8.6
20230625_3_6,복연승식,8-10,14.7
20230625_3_6,삼복승식,3-8-10,176.3
20230625_3_6,삼쌍승식,8-3-10,1712.9
20230625_3_7,연승식,1,2.3
