type,name,module,path,hash
"yaml","sprint-status-template","bmm","bmm/plan/bmad-sprint-planning/sprint-status-template.yaml","64b1a937e1fe03b8b8d158e3b1caeb89e7d51692a56c16038e2af091decc553a"
"yaml","sprint-status-template","bmm","bmm/ship/bmad-retrospective/scripts/tests/fixtures/sprint-status-template.yaml","64b1a937e1fe03b8b8d158e3b1caeb89e7d51692a56c16038e2af091decc553a"
"csv","design-methods","cis","cis/skills/bmad-cis-design-thinking/design-methods.csv","97a1fa87aaa355ce855c2c4e3bbfde59cb4ed2166cf9896496af786f10c13459"
"csv","innovation-frameworks","cis","cis/skills/bmad-cis-innovation-strategy/innovation-frameworks.csv","bd1d191062302353d2562a54751f8f263ce47e143202e2c0fe41315c2be9eb95"
"csv","module-help","cis","cis/module-help.csv","09a9e0534d6b82495e4703561a63d4b239a7e9e2053883630865f50b5a5d43d5"
"csv","solving-methods","cis","cis/skills/bmad-cis-problem-solving/solving-methods.csv","f3a380b12b21ec2410d1ac44bc8ca1970b0a04a21bfe3dd0370ac7ed1ec0d2c0"
"csv","story-types","cis","cis/skills/bmad-cis-storytelling/story-types.csv","8cf3d49d3ce771f30b6d9c0c936d35f92b8af23e0962c876df832c02d605f1ce"
"md","SKILL","cis","cis/skills/bmad-cis-agent-brainstorming-coach/SKILL.md","cc8236c9486f673a5cdba7add9d03e51e079030edda651f4fc51d7d4939a59f1"
"md","SKILL","cis","cis/skills/bmad-cis-agent-creative-problem-solver/SKILL.md","22a2e97d4bbf9bce567b1e1a47e8cab83db4702e812bb1daec3479fa71d3e026"
"md","SKILL","cis","cis/skills/bmad-cis-agent-design-thinking-coach/SKILL.md","c7e31556d693899ebd7aa314c283a64fab3f004ee86b6e2320ae45e448f41592"
"md","SKILL","cis","cis/skills/bmad-cis-agent-innovation-strategist/SKILL.md","6a3868a976c7d34fdf78fa48520d17893401f63828a28f1f2c4aa4846c3c583d"
"md","SKILL","cis","cis/skills/bmad-cis-agent-presentation-master/SKILL.md","08805ba4e8e9ad0e218fd28e5b7bef866e70a819e1121f3ee2731ed22c241bf0"
"md","SKILL","cis","cis/skills/bmad-cis-agent-storyteller/SKILL.md","dea71440469c6fa5da3c0483c0e7a063fd8e01ab97c353bbbe3cdfbbc8dcdedc"
"md","SKILL","cis","cis/skills/bmad-cis-design-thinking/SKILL.md","56569f3e7cce44d389c7f9e8b55a809c45141675028560c385e62158f045571d"
"md","SKILL","cis","cis/skills/bmad-cis-innovation-strategy/SKILL.md","1f91845f75b7aa441102ef44937b7d61b36a9431fcc2f0a39222662f451b03d3"
"md","SKILL","cis","cis/skills/bmad-cis-problem-solving/SKILL.md","4ae05e3c1f7bfd69869cc5b4c9180e3fb30de654ed886745902f1854e5569a57"
"md","SKILL","cis","cis/skills/bmad-cis-storytelling/SKILL.md","c933e3d6c08389b60ee69e67dad3190aaae80991d65cafc5b3e41136ae0dc59b"
"md","template","cis","cis/skills/bmad-cis-design-thinking/template.md","7bcf6d0cd09de3c0d91f3f49ee280177365dabb64ed814b97e83e73082643c37"
"md","template","cis","cis/skills/bmad-cis-innovation-strategy/template.md","ab574d69fa13e21c806101a9089563b541013f6df44255d800ea24d4cb6d7136"
"md","template","cis","cis/skills/bmad-cis-problem-solving/template.md","c46fbdf42a1d9ad732f562e4add05020198ffc7ba18d134718e1cd960752c390"
"md","template","cis","cis/skills/bmad-cis-storytelling/template.md","290615dbd530dc13843a87ebedd107b390bcfd57cf68df67cd250dea8f49b2dd"
"toml","customize","cis","cis/skills/bmad-cis-agent-brainstorming-coach/customize.toml","955151ab26da103461d5d8a0b9b596dbd9358eb7dd5af8f134bbf8a1afb4edbf"
"toml","customize","cis","cis/skills/bmad-cis-agent-creative-problem-solver/customize.toml","b10e79f851f8361e3a818416050b04e75340e3d9e1be9b96bb865d248ef8bd22"
"toml","customize","cis","cis/skills/bmad-cis-agent-design-thinking-coach/customize.toml","8066be30a3f41034e8c9e229b43dac468e21107c3195ff36ba27ea1f4869a807"
"toml","customize","cis","cis/skills/bmad-cis-agent-innovation-strategist/customize.toml","17abb1c436da3b1fb570e7d3788820824db0c4e1cd0ea81ad9fc35ebecec1ee8"
"toml","customize","cis","cis/skills/bmad-cis-agent-presentation-master/customize.toml","c85428ba2564a1cc85da163163803b3d62abf5641cb248526b446eae8f7ce4e6"
"toml","customize","cis","cis/skills/bmad-cis-agent-storyteller/customize.toml","037a637404b28bad3ccacafea0d9e8f349e0913f00d53ef9dfcac0a537e004fd"
"toml","customize","cis","cis/skills/bmad-cis-design-thinking/customize.toml","f0bfe82c0c1f585cfa73d0fd5a8cf0a2b7f99f06bbe18311312b7b1555a5fdfa"
"toml","customize","cis","cis/skills/bmad-cis-innovation-strategy/customize.toml","087742d36f07d0764e4cb92899edd479b7c36bbd259d41ce347405931c1bf53d"
"toml","customize","cis","cis/skills/bmad-cis-problem-solving/customize.toml","e01b3b00e81816d501557157ec3b40cd5823a6fb154e8dd94b63589d4efb66bf"
"toml","customize","cis","cis/skills/bmad-cis-storytelling/customize.toml","b94a5015f893614d340646544242c283b70089f15b161bbe3a7dd0682ab50e52"
"yaml","config","cis","cis/config.yaml","cf9e2b6d87f44dae397bf51f4a366fe4f5e6049baf380f9769dc9d8aeb96f453"
"toml","config","config.toml","config.toml","70463c68c460632416081c5ee1919a4b1b1cfa7463d2e0e60d66939e4f7725c2"
"toml","config.user","config.user.toml","config.user.toml","9b2993cf65ccc2d46b2d8f52525bafcd0e97f61678d34a84c2ec820e6d3e47e4"
"csv","brain-methods","core","core/bmad-brainstorming/assets/brain-methods.csv","fff112eabca1a9cb8b190f8314bc47678becc5782a2372e11c83daa0e33b6dfd"
"csv","methods","core","core/bmad-advanced-elicitation/assets/methods.csv","d110ff5f076fb9421552b83692fde2c2d367734049169c7a55f7267a3dc7ef89"
"csv","module-help","core","core/module-help.csv","3d5feb19c1750d35676530c746a5c71e8959616f3c32fb161847971611d81b6b"
"html","brain-selector","core","core/bmad-brainstorming/assets/brain-selector.html","c110919a3366bd96061f050f98503e3586185e3d1df5ff8b62a5a046c571a436"
"json","brain-icons","core","core/bmad-brainstorming/assets/brain-icons.json","a101c56e89f1d0f9e4131dfdfc19e10c746e3a61c3f92537d04a6f4897b7d331"
"md","academic-lit","core","core/bmad-deep-recon/types/academic-lit.md","514b0b7b1184cb95363dedeb0c2298a9bf5c430c74146fe2114f31780fadb325"
"md","competitive","core","core/bmad-deep-recon/types/competitive.md","39b53df87d295fdc4388719fcdf31ad2221e64afc136e669207f46d2727a3aec"
"md","converge","core","core/bmad-brainstorming/references/converge.md","1528c32ddc64f8061fec663306f7208d2fd4d4a90e660552b8138bda7e452dc0"
"md","create-party","core","core/bmad-party-mode/references/create-party.md","2f810332c36c17d14eb55717aed48f3020acf0713bb9f932479be9fbc3856e9e"
"md","domain","core","core/bmad-deep-recon/types/domain.md","3a34b2e62c3589f8c8d01158357ee9fba32648c9fdfe70035bb3ca971862896b"
"md","draft","core","core/bmad-deep-recon/references/draft.md","ac19b33a00ca529c3281df6076f87a833a3b11fc30915ca2c6e7590f7986b90e"
"md","editorial-common","core","core/bmad-review/references/editorial-common.md","f0cdc72ea345b2c5dc3001477b3dfcc909ca11b78f7db8865b6763d18ffc66c8"
"md","finalize","core","core/bmad-brainstorming/references/finalize.md","b6074e7fb4d86ffcf899abc50b9049b4a1f6fe550917f4be7a1c7a888477e07e"
"md","finalize","core","core/bmad-deep-recon/references/finalize.md","d2ba4bee615dfbca6e7725179fb5ebd856dd34a54ba3f306e25255dfd7b1d126"
"md","headless","core","core/bmad-brainstorming/references/headless.md","b8ea5951199cff7e4813e06aef35683ca0658230fa015e358cacc466b1138a42"
"md","html-briefing","core","core/bmad-deep-recon/references/html-briefing.md","cd3a88c1a5505fa7f1b715afc3adb34f3d64ade66f4c6b49a59f7e8cfcbe38d4"
"md","in-chat-techniques","core","core/bmad-brainstorming/references/in-chat-techniques.md","18239464e3e4f00ea9063d015d26d6b0a696b72e7e3c5be92352da6db9a3f244"
"md","lens-adversarial","core","core/bmad-review/references/lens-adversarial.md","7c5ce97ab2f3ecb96ceb6aa76417f68c1b7df535edd3cc51666d8e1216e6e557"
"md","lens-edge-case-hunter","core","core/bmad-review/references/lens-edge-case-hunter.md","f2709e3adb40943ea0f19d0797be379caf0875eaef9a55081dc1e170e8288b68"
"md","lens-prose","core","core/bmad-review/references/lens-prose.md","4cbcb1eaea8567d272f5db7c6cdfd74ed5a8aae6831053cb2f01cbfc2cb98b98"
"md","lens-structure","core","core/bmad-review/references/lens-structure.md","98c08221f517133e57ef6325013935360c3365ebd7dcb8411b2050d7df507ee3"
"md","lens-verification-gap","core","core/bmad-review/references/lens-verification-gap.md","e7123d81171eeeee1b3782d13d94c2988969fe357dd71949131a5eb97803e2c6"
"md","lifecycle","core","core/bmad-deep-recon/references/lifecycle.md","2315fd9cb9223504639616b861ad593bfecb53d605efbd598ae2cf94fb6c4cdf"
"md","market","core","core/bmad-deep-recon/types/market.md","81ac04499da441857672e29fcd7169436a7e239e67194288ac0d526ec514cb5e"
"md","mode-agent-team","core","core/bmad-party-mode/references/mode-agent-team.md","def759a17f4bb45463b68fb74c2b828b0a4241720b2b6cc1c9c611a1016ae9d7"
"md","mode-auto","core","core/bmad-party-mode/references/mode-auto.md","a37fd24f76dfcde385890d5c5947bb6f40ca44bea86c805d267b6ae3aab39f70"
"md","mode-autonomous","core","core/bmad-brainstorming/references/mode-autonomous.md","d815d2c7f0f8cc0cdfa7c619eaf61f59fd78142f13c69365eda257da38b97bdf"
"md","mode-facilitator","core","core/bmad-brainstorming/references/mode-facilitator.md","1b908498d285d190859aed00c3ba5b399d7f6aa8e94d54e95456d15cd6fe6073"
"md","mode-partner","core","core/bmad-brainstorming/references/mode-partner.md","caa0ed378c116def4de382f4e5a95173c6ae6cc5464f1792e7d8196360f79c8a"
"md","mode-subagent","core","core/bmad-party-mode/references/mode-subagent.md","86161b24a0b13b8f9cb9309042e4249d8caefff8cc33728b084cd2ec22f9d2e1"
"md","party-memory","core","core/bmad-party-mode/references/party-memory.md","800b4b4b920bb881a7b32aaabca8559a98273799b2476d83a23e290e301fb315"
"md","process","core","core/bmad-deep-recon/references/process.md","9017d04774807a29103ea97331e555e2793f90098af65752b72f3ee09df85906"
"md","README","core","core/v6-shims/README.md","017900bb03baeddc0262041a6aa85bce744e8c45991dcde32ef042f9bc2a32b2"
"md","research.template","core","core/bmad-deep-recon/assets/research.template.md","87d7cfa85fa5036b5a309b7bfb88f7934f50bb81f3cff02d2b49b4c7345cfc38"
"md","resume","core","core/bmad-brainstorming/references/resume.md","0f79535d72eefe6c55bd5ae47fe4753de8d27235cf129f10b2c596a124c26526"
"md","run","core","core/bmad-deep-recon/references/run.md","8e259dc88820ac989c79620af5c37e24f00df21ac4af308ce3563c0e66c9406c"
"md","selection","core","core/bmad-deep-recon/references/selection.md","2b488c08f9550afe7fda32c2dc5d4591927afd7b9ad507fcce0ae8593c4b9d31"
"md","SKILL","core","core/bmad-advanced-elicitation/SKILL.md","23a1f2903f6a19255e3ceae798afe48f6394694769b3b034502d174d683612b2"
"md","SKILL","core","core/bmad-brainstorming/SKILL.md","e9cb07fe86aa254f9fb7217720d77fd693bf66a0c01af8114ecdf7148159fdd1"
"md","SKILL","core","core/bmad-customize/SKILL.md","a42086f90024013e2611503eb0224ac0e90b2aecac44a886ae0e38cfdda69511"
"md","SKILL","core","core/bmad-deep-recon/SKILL.md","dce5f7db03094a617cc3fcae1711b1dc7ccebe379376e67216544956d375f0d2"
"md","SKILL","core","core/bmad-forge-idea/SKILL.md","a838096deb871b3482dffe6163be16104f7911698b25af5617751655fd3295c9"
"md","SKILL","core","core/bmad-help/SKILL.md","68a19089a0073b299c705e9afaa8d18183e78f88a185a68e9efba2e14062effc"
"md","SKILL","core","core/bmad-party-mode/SKILL.md","de035b4e081fdd626a20114178f706ac222f519171d82b02139a7cec561a3487"
"md","SKILL","core","core/bmad-review/SKILL.md","144e6c46d9157f7a88722c56139cd78c12903b1283ed84dd9c2b1f5dfa7673c1"
"md","SKILL","core","core/v6-shims/bmad-editorial-review/SKILL.md","3b939876b4977bec7f2d3ee33a8871b266f25efc72768d72868ac26ff9158cd2"
"md","SKILL","core","core/v6-shims/bmad-editorial-review-prose/SKILL.md","153e7b0a240c3f5e49d6128ff1797aabc368618611d895f7f152e73fbcb12fab"
"md","SKILL","core","core/v6-shims/bmad-editorial-review-structure/SKILL.md","5e45da216b00aad3955a7196df6cb8e52167f441d2dcd7c064983881691bf1e8"
"md","SKILL","core","core/v6-shims/bmad-review-adversarial-general/SKILL.md","ca1d05a05eb41ec446abd862e9afe4a88b9188a3bb93bc3e70ca68ecb8740619"
"md","SKILL","core","core/v6-shims/bmad-review-edge-case-hunter/SKILL.md","f9db1d7f58c5e3f7586c10c920d4dd9d6c6d6e2dff5cd49110ec1edb387937a1"
"md","SKILL","core","core/v6-shims/bmad-review-verification-gap/SKILL.md","4ee67cc3d7355ba05d195797cb2d57d45f9046ee31781f2d133ff3484cfb53ae"
"md","structure-models","core","core/bmad-review/references/structure-models.md","f84f85070e1af75f2482757aba9d37d69d805a20826d185527e598f2ba6b9292"
"md","synthesis","core","core/bmad-deep-recon/references/synthesis.md","4d9ef1247ab45241f919010e94c99699abc0a6e18b5bd68fa93ae54afe59d172"
"md","technical","core","core/bmad-deep-recon/types/technical.md","55f71428c70547b89d67ef0c6cdad59caeb0ee21082cd1230c05618ba8d04707"
"md","user-voice","core","core/bmad-deep-recon/types/user-voice.md","1831ce46e53e8c68244d28e336c5ef9e53e64f21a00b74a817b9b2924c1e8e72"
"md","verification","core","core/bmad-deep-recon/references/verification.md","0393ded4828fec69a4819d7236827910d641d09c3b61144c0211a9a78776fdd2"
"py","brain","core","core/bmad-brainstorming/scripts/brain.py","1c75c667fc70a85055dd19d77fb21478e190874e4a61d070c3b0971dd1bd25cc"
"py","list_customizable_skills","core","core/bmad-customize/scripts/list_customizable_skills.py","8787f542930b927789e7fdf12bc5a67ff08e19865903a5ad05ff2cc8fc426b66"
"py","pick_methods","core","core/bmad-advanced-elicitation/scripts/pick_methods.py","60020ec4767894ea3d8707c4b61e78b679d434315be1dd29154bf64d88126fff"
"py","recon_kit","core","core/bmad-deep-recon/scripts/recon_kit.py","8cb5187b5114b779532907383a013d40fdea1022bb9bed9a23bd8d0fdfa79e8c"
"py","resolve_party","core","core/bmad-party-mode/scripts/resolve_party.py","0bed5ad2139f4412699c07d571c218470901b901ca4a72b441ec9308dbc8ce74"
"py","resolve_personas","core","core/bmad-forge-idea/scripts/resolve_personas.py","b3e5f2f38de013ad878d8ac9c1d4e77d555c2d665dd6c0bc16f9f567d2bbd30c"
"py","test_brain","core","core/bmad-brainstorming/scripts/tests/test_brain.py","021c0b9fae8db859725312d50d8b304fff00ee7acc310699c35523e86bffbdd8"
"py","test_list_customizable_skills","core","core/bmad-customize/scripts/tests/test_list_customizable_skills.py","24c3d384b3b5d490b7335c17866bfe0425af253ce669c32382fa88feb705934d"
"py","test_pick_methods","core","core/bmad-advanced-elicitation/scripts/tests/test_pick_methods.py","610099d8494529f9203d7262567810b500552bcef006b3b6388d58da3da71978"
"py","test_recon_kit","core","core/bmad-deep-recon/scripts/tests/test_recon_kit.py","1b4ddf482dd2d11a214ee2f821c35d7a8c41905b5d8d9cc69a293304bb8a1665"
"py","test_resolve_party","core","core/bmad-party-mode/scripts/tests/test_resolve_party.py","bb53fe03ec3013ed96c0fb399c1948f28bcf55cb2d7727fe0189343fcaa667d5"
"py","test_resolve_personas","core","core/bmad-forge-idea/scripts/tests/test_resolve_personas.py","1c4fa4b1d68bfbd10e4b38cad3c8286dad62345cebd08fe94a6862351b02855e"
"py","test_word_metrics","core","core/bmad-review/scripts/tests/test_word_metrics.py","3b5a285d3c9f611b3cda8c9c1d52d6b214c1f72e6e64a94ea5b0e220db5a8765"
"py","word_metrics","core","core/bmad-review/scripts/word_metrics.py","fb45007a7f3cfc18d13ee8bd4787facdaae297570193bc769456297dd33da78b"
"toml","customize","core","core/bmad-advanced-elicitation/customize.toml","735a276edd51786ccfd2c3417d9a2b9dee4244a6102698981b3888f68d979ed9"
"toml","customize","core","core/bmad-brainstorming/customize.toml","21fcbc60c78db99ca0424da192ba0942dce2189f350f77838e4d3ecd501edd1c"
"toml","customize","core","core/bmad-deep-recon/customize.toml","24d1383066034fd4fcf282279aaf0d29d21910fd1247dfe3dbad74a70e78814d"
"toml","customize","core","core/bmad-forge-idea/customize.toml","ef5fadd1df3550cae00b1b442606bf84d187bfd55397563f143e1057430df45c"
"toml","customize","core","core/bmad-party-mode/customize.toml","9c6ee33cd7fdd80e4adf514c3d54636d933d5250c2ddd78041c6cfe73b745bb0"
"toml","customize","core","core/bmad-review/customize.toml","38470c888a809ee030dc11d38868bb1ac5c1d547f06d218b711be5df53385c00"
"toml","customize","core","core/v6-shims/bmad-editorial-review/customize.toml","a5c5fed539e6543121e57cc29bb65559bb6391efc806bf8759c8e29697a94a34"
"yaml","config","core","core/config.yaml","552cc76a023c03b06aa7eae5d26bacda743e17aee383bd639f9d0d68941c79a0"
"file",".gitignore","render","render/.gitignore","240a3e0d37d2e86b614063f5347eb02d4f99ca6c254de6b82871ff8d95532a7d"
"py","config_utils","scripts","scripts/config_utils.py","48afe2bc18a29201e343cce3703be1e70df9c83ee74eeb68e57ef8ef42e8c651"
"py","memlog","scripts","scripts/memlog.py","3b00f82ca33dc4227f715123b939514ee35c4f9c71150c894c3d8185df1b48df"
"py","render_skill","scripts","scripts/render_skill.py","8496d0d8b449d64c21b42a9aab3b13fc8a813a430c0695ffd84ad75bb1da7942"
"py","resolve_config","scripts","scripts/resolve_config.py","fc78866fd42862d486d4346d2b35705f916a19e6c07bb474f8add25c71734a8e"
"py","resolve_customization","scripts","scripts/resolve_customization.py","9b5124e0b781823a015a19d6cf5db52bbc34b6bab41c036fd1b3d464c2a137cd"
"cjs","tea-enforce","tea","tea/workflows/testarch/bmad-testarch-framework/resources/hooks/tea-enforce.cjs","7c9c918f90d32678942c020e5e97445a4a47ce4feb6ecfc4c08195e4edf355cc"
"csv","module-help","tea","tea/module-help.csv","859219d05cb9fbc8e5848b15d7fcdc38392707a182a10757fee9cbc8a351f2b9"
"csv","tea-index","tea","tea/agents/bmad-tea/resources/tea-index.csv","8d322863619499654f57267720d3bced89414b518b23ff29ec814cadf3924d4d"
"csv","tea-index","tea","tea/workflows/testarch/bmad-testarch-atdd/resources/tea-index.csv","8d322863619499654f57267720d3bced89414b518b23ff29ec814cadf3924d4d"
"csv","tea-index","tea","tea/workflows/testarch/bmad-testarch-automate/resources/tea-index.csv","8d322863619499654f57267720d3bced89414b518b23ff29ec814cadf3924d4d"
"csv","tea-index","tea","tea/workflows/testarch/bmad-testarch-ci/resources/tea-index.csv","8d322863619499654f57267720d3bced89414b518b23ff29ec814cadf3924d4d"
"csv","tea-index","tea","tea/workflows/testarch/bmad-testarch-framework/resources/tea-index.csv","8d322863619499654f57267720d3bced89414b518b23ff29ec814cadf3924d4d"
"csv","tea-index","tea","tea/workflows/testarch/bmad-testarch-nfr/resources/tea-index.csv","8d322863619499654f57267720d3bced89414b518b23ff29ec814cadf3924d4d"
"csv","tea-index","tea","tea/workflows/testarch/bmad-testarch-test-design/resources/tea-index.csv","8d322863619499654f57267720d3bced89414b518b23ff29ec814cadf3924d4d"
"csv","tea-index","tea","tea/workflows/testarch/bmad-testarch-test-review/resources/tea-index.csv","8d322863619499654f57267720d3bced89414b518b23ff29ec814cadf3924d4d"
"csv","tea-index","tea","tea/workflows/testarch/bmad-testarch-trace/resources/tea-index.csv","8d322863619499654f57267720d3bced89414b518b23ff29ec814cadf3924d4d"
"groovy","jenkins-pipeline-template","tea","tea/workflows/testarch/bmad-testarch-ci/jenkins-pipeline-template.groovy","ae865401625d2d20b9396d41e333f39bc167967e1949761301e551131c4c7958"
"json","live-verification-results.example","tea","tea/workflows/testarch/bmad-testarch-trace/resources/live-verification-results.example.json","d0b2362ac20fc2bc53826700f1b0168e250e37b9d1ad0e3626b6199cafd7a557"
"md","adr-quality-readiness-checklist","tea","tea/agents/bmad-tea/resources/knowledge/adr-quality-readiness-checklist.md","34bf3460bd3218ce00efc148137f2dc67dfac2d69215c362978ca688e2fe4420"
"md","adr-quality-readiness-checklist","tea","tea/workflows/testarch/bmad-testarch-atdd/resources/knowledge/adr-quality-readiness-checklist.md","34bf3460bd3218ce00efc148137f2dc67dfac2d69215c362978ca688e2fe4420"
"md","adr-quality-readiness-checklist","tea","tea/workflows/testarch/bmad-testarch-automate/resources/knowledge/adr-quality-readiness-checklist.md","34bf3460bd3218ce00efc148137f2dc67dfac2d69215c362978ca688e2fe4420"
"md","adr-quality-readiness-checklist","tea","tea/workflows/testarch/bmad-testarch-ci/resources/knowledge/adr-quality-readiness-checklist.md","34bf3460bd3218ce00efc148137f2dc67dfac2d69215c362978ca688e2fe4420"
"md","adr-quality-readiness-checklist","tea","tea/workflows/testarch/bmad-testarch-framework/resources/knowledge/adr-quality-readiness-checklist.md","34bf3460bd3218ce00efc148137f2dc67dfac2d69215c362978ca688e2fe4420"
"md","adr-quality-readiness-checklist","tea","tea/workflows/testarch/bmad-testarch-nfr/resources/knowledge/adr-quality-readiness-checklist.md","34bf3460bd3218ce00efc148137f2dc67dfac2d69215c362978ca688e2fe4420"
"md","adr-quality-readiness-checklist","tea","tea/workflows/testarch/bmad-testarch-test-design/resources/knowledge/adr-quality-readiness-checklist.md","34bf3460bd3218ce00efc148137f2dc67dfac2d69215c362978ca688e2fe4420"
"md","adr-quality-readiness-checklist","tea","tea/workflows/testarch/bmad-testarch-test-review/resources/knowledge/adr-quality-readiness-checklist.md","34bf3460bd3218ce00efc148137f2dc67dfac2d69215c362978ca688e2fe4420"
"md","adr-quality-readiness-checklist","tea","tea/workflows/testarch/bmad-testarch-trace/resources/knowledge/adr-quality-readiness-checklist.md","34bf3460bd3218ce00efc148137f2dc67dfac2d69215c362978ca688e2fe4420"
"md","api-request","tea","tea/agents/bmad-tea/resources/knowledge/api-request.md","16f960069ef96335ea83c8af5f48606a40fa9c099be219d5edff441a281e27de"
"md","api-request","tea","tea/workflows/testarch/bmad-testarch-atdd/resources/knowledge/api-request.md","16f960069ef96335ea83c8af5f48606a40fa9c099be219d5edff441a281e27de"
"md","api-request","tea","tea/workflows/testarch/bmad-testarch-automate/resources/knowledge/api-request.md","16f960069ef96335ea83c8af5f48606a40fa9c099be219d5edff441a281e27de"
"md","api-request","tea","tea/workflows/testarch/bmad-testarch-ci/resources/knowledge/api-request.md","16f960069ef96335ea83c8af5f48606a40fa9c099be219d5edff441a281e27de"
"md","api-request","tea","tea/workflows/testarch/bmad-testarch-framework/resources/knowledge/api-request.md","16f960069ef96335ea83c8af5f48606a40fa9c099be219d5edff441a281e27de"
"md","api-request","tea","tea/workflows/testarch/bmad-testarch-nfr/resources/knowledge/api-request.md","16f960069ef96335ea83c8af5f48606a40fa9c099be219d5edff441a281e27de"
"md","api-request","tea","tea/workflows/testarch/bmad-testarch-test-design/resources/knowledge/api-request.md","16f960069ef96335ea83c8af5f48606a40fa9c099be219d5edff441a281e27de"
"md","api-request","tea","tea/workflows/testarch/bmad-testarch-test-review/resources/knowledge/api-request.md","16f960069ef96335ea83c8af5f48606a40fa9c099be219d5edff441a281e27de"
"md","api-request","tea","tea/workflows/testarch/bmad-testarch-trace/resources/knowledge/api-request.md","16f960069ef96335ea83c8af5f48606a40fa9c099be219d5edff441a281e27de"
"md","api-testing-patterns","tea","tea/agents/bmad-tea/resources/knowledge/api-testing-patterns.md","3bd123dc827fc192c3c7d2d0d55320a17922fcc69c466c080bf08d05d39f1ff6"
"md","api-testing-patterns","tea","tea/workflows/testarch/bmad-testarch-atdd/resources/knowledge/api-testing-patterns.md","3bd123dc827fc192c3c7d2d0d55320a17922fcc69c466c080bf08d05d39f1ff6"
"md","api-testing-patterns","tea","tea/workflows/testarch/bmad-testarch-automate/resources/knowledge/api-testing-patterns.md","3bd123dc827fc192c3c7d2d0d55320a17922fcc69c466c080bf08d05d39f1ff6"
"md","api-testing-patterns","tea","tea/workflows/testarch/bmad-testarch-ci/resources/knowledge/api-testing-patterns.md","3bd123dc827fc192c3c7d2d0d55320a17922fcc69c466c080bf08d05d39f1ff6"
"md","api-testing-patterns","tea","tea/workflows/testarch/bmad-testarch-framework/resources/knowledge/api-testing-patterns.md","3bd123dc827fc192c3c7d2d0d55320a17922fcc69c466c080bf08d05d39f1ff6"
"md","api-testing-patterns","tea","tea/workflows/testarch/bmad-testarch-nfr/resources/knowledge/api-testing-patterns.md","3bd123dc827fc192c3c7d2d0d55320a17922fcc69c466c080bf08d05d39f1ff6"
"md","api-testing-patterns","tea","tea/workflows/testarch/bmad-testarch-test-design/resources/knowledge/api-testing-patterns.md","3bd123dc827fc192c3c7d2d0d55320a17922fcc69c466c080bf08d05d39f1ff6"
"md","api-testing-patterns","tea","tea/workflows/testarch/bmad-testarch-test-review/resources/knowledge/api-testing-patterns.md","3bd123dc827fc192c3c7d2d0d55320a17922fcc69c466c080bf08d05d39f1ff6"
"md","api-testing-patterns","tea","tea/workflows/testarch/bmad-testarch-trace/resources/knowledge/api-testing-patterns.md","3bd123dc827fc192c3c7d2d0d55320a17922fcc69c466c080bf08d05d39f1ff6"
"md","atdd-checklist-2-4-guest-checkout.example","tea","tea/workflows/testarch/bmad-testarch-atdd/resources/atdd-checklist-2-4-guest-checkout.example.md","b90424ec1622b8b3d4d9bf042e1b7306d49f7045986588af679f15aa537d36a2"
"md","atdd-checklist-template","tea","tea/workflows/testarch/bmad-testarch-atdd/atdd-checklist-template.md","40b63c98973ce138be81904d8dda12afe2ef9de83cda9ad1b71eec456bbbe781"
"md","auth-session","tea","tea/agents/bmad-tea/resources/knowledge/auth-session.md","b65957035e3214eced741962375af997c56589e939a42d836ac60990927f16c7"
"md","auth-session","tea","tea/workflows/testarch/bmad-testarch-atdd/resources/knowledge/auth-session.md","b65957035e3214eced741962375af997c56589e939a42d836ac60990927f16c7"
"md","auth-session","tea","tea/workflows/testarch/bmad-testarch-automate/resources/knowledge/auth-session.md","b65957035e3214eced741962375af997c56589e939a42d836ac60990927f16c7"
"md","auth-session","tea","tea/workflows/testarch/bmad-testarch-ci/resources/knowledge/auth-session.md","b65957035e3214eced741962375af997c56589e939a42d836ac60990927f16c7"
"md","auth-session","tea","tea/workflows/testarch/bmad-testarch-framework/resources/knowledge/auth-session.md","b65957035e3214eced741962375af997c56589e939a42d836ac60990927f16c7"
"md","auth-session","tea","tea/workflows/testarch/bmad-testarch-nfr/resources/knowledge/auth-session.md","b65957035e3214eced741962375af997c56589e939a42d836ac60990927f16c7"
"md","auth-session","tea","tea/workflows/testarch/bmad-testarch-test-design/resources/knowledge/auth-session.md","b65957035e3214eced741962375af997c56589e939a42d836ac60990927f16c7"
"md","auth-session","tea","tea/workflows/testarch/bmad-testarch-test-review/resources/knowledge/auth-session.md","b65957035e3214eced741962375af997c56589e939a42d836ac60990927f16c7"
"md","auth-session","tea","tea/workflows/testarch/bmad-testarch-trace/resources/knowledge/auth-session.md","b65957035e3214eced741962375af997c56589e939a42d836ac60990927f16c7"
"md","automation-summary.example","tea","tea/workflows/testarch/bmad-testarch-automate/resources/automation-summary.example.md","3ccb0f9e844e8a8c33006fcc15e11c0f2eaabcb052e75e0d11fd084d8808d78a"
"md","burn-in","tea","tea/agents/bmad-tea/resources/knowledge/burn-in.md","c355eca566d7f27d2a40beab0aeec9cf3ba9b80fd8198f775bdb83c54d9ce0d5"
"md","burn-in","tea","tea/workflows/testarch/bmad-testarch-atdd/resources/knowledge/burn-in.md","c355eca566d7f27d2a40beab0aeec9cf3ba9b80fd8198f775bdb83c54d9ce0d5"
